acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
8.74,-10.49,0.85,5.55,-0.01,-6.76,2
3.38,-25.29,-13.32,4.79,5.26,-6.46,2
-0.33,-30.07,-16.39,4.27,1.09,-6.98,2
-20.15,-28.72,-14.72,1.61,-0.35,-6.74,2
1.45,-14.17,-1.05,-0.82,-1.46,2.15,2
6.52,-9.34,4.18,-2.23,2.81,1.49,2
0.06,-8.14,-1.96,0.2,1.38,-0.06,2
0.8,-9.78,-2.9,-0.02,0.74,0.08,2
3.01,-9.93,-1.57,-0.42,0.88,0.88,2
4.4,-8.53,-0.24,-0.49,0.62,0.69,2
3.47,-8.78,-0.05,-0.54,0.46,0.41,2
4.05,-9.28,0.42,-0.45,0.39,0.53,2
3.51,-9.79,-0.05,-0.24,0.24,0.25,2
3.93,-9.4,0.09,-0.15,-0.02,0.15,2
3.43,-9.34,0.2,-0.3,0.05,0.01,2
3.01,2.85,-39.73,-5.02,2.4,3.17,2
12.14,-15.97,-35.95,-8.48,-0.38,-0.94,2
25.29,-32.13,-32.04,-8.76,-0.83,-3.66,2
10.68,-40.07,-18.69,-8.76,0.58,-3.96,2
-1.27,-38.81,12.21,-6.04,-2.59,-5.1,2
-16.24,-47.96,21.54,4.62,-2.7,1.48,2
0.24,3.38,-6.46,-0.53,-0.36,-0.81,2
-1.53,5.67,-4.25,0.44,-0.95,-0.31,2
-0.04,5.05,-4.3,0.32,-0.26,-0.2,2
-0.64,1.17,-5.02,0.43,-0.04,-0.82,2
-2.09,-5.74,-2.3,1.14,-1,-1.75,2
1.49,-10.55,0.79,4.77,-4.07,-3.4,2
10.33,-10.26,2.94,6.48,-2.53,-4.97,2
15.45,-15.6,-1.52,6.67,2.71,-5.84,2
4.44,-35.38,-25.82,8.37,6.11,-6.73,2
-10.21,-34.44,-23.13,7.09,-4.24,-8.75,2
-8.18,-16.17,-7.31,-0.22,-2.99,1.5,2
2.58,-17.61,5.39,-5.53,7.23,0.57,2
-9.39,-9.67,-8.26,2.56,-1.26,0.03,2
4.74,-9.36,0.12,-1.21,1.2,1.49,2
2.25,-10.73,-0.67,-0.33,1.23,1.45,2
2.82,-8.57,-2.01,0.2,-0.14,0.42,2
3.68,-8.87,-0.22,-0.25,0.01,0.21,2
3.1,-9.31,0.21,-0.02,0.02,0.46,2
3.15,-8.93,-0.5,0.18,-0.15,0.25,2
3.5,-9.45,-0.09,-0.13,0.04,-0.12,2
2.9,-9.59,-0.06,-0.01,-0.15,-0.09,2
2.82,-9.46,0.03,-0.12,-0.08,-0.27,2
2.03,-9.88,-0.09,-0.14,-0.07,-0.23,2
2.69,-9.79,0.12,-0.19,0.05,-0.15,2
1.88,-8,-4.48,-2.18,4.48,0.58,2
-4.81,-10.42,-12.6,-1.73,4.86,0.76,2
-2.29,-2.05,-37.15,-2.14,2.99,3.63,2
11.09,-13.03,-37.49,-8.4,-0.64,-0.4,2
15.28,-34.25,-31.08,-8.76,-0.62,-2.34,2
9.15,-38.68,-18.43,-8.76,-0.08,-2.86,2
2.92,-32.88,3.52,-7.68,-2.16,-4.49,2
4.93,13.87,-7.59,6.89,-1.03,1.74,2
-4.38,0.74,-4.74,-0.95,-0.28,-0.56,2
-1.9,4.53,-2.85,0.39,-0.65,0.32,2
0.28,5.31,-5.56,0.17,0.25,0.39,2
-1.04,3.7,-7.28,0.05,0.21,-0.43,2
0.54,-0.51,-7.99,0.57,0.39,-0.89,2
0.47,-4.49,-5.33,1.19,-0.72,-1.75,2
1.38,-4.99,-0.74,3.36,-2.6,-2.91,2
2.94,-5.41,3.83,5.04,-3.74,-4.53,2
10.09,-11.44,6.19,6.57,0.19,-5.84,2
3.72,-25.13,-12.74,8.34,3.15,-6.58,2
-0.23,-36.68,-16.95,6.13,-0.38,-8.16,2
-23.09,-35.97,-16.74,2.93,1.15,-8.11,2
3.53,-10.27,-2.72,-2.45,-0.22,3.83,2
6.32,-11.87,7.23,-1.97,1.93,-0.8,2
-0.02,-9.26,-0.96,1.04,1.27,-0.45,2
-1.21,-9.96,-3.94,-0.29,1.2,0.24,2
3.2,-10.46,0.02,-0.79,0.61,0.76,2
2.65,-9.57,0.15,-0.47,0.84,0.51,2
3.1,-8.71,-0.1,-0.12,-0.11,0.16,2
3.49,-9.18,0.33,-0.38,0,0.35,2
4.08,-9.42,0.47,-0.22,-0.02,0.27,2
4.37,-9.12,0.51,-0.13,-0.3,-0.06,2
-0.11,-9.06,-17.55,-1.19,8.14,3.44,2
9.47,3.54,-34.56,-4.85,5.63,3.71,2
12.25,-16.17,-28.98,-6.25,-0.73,-3.69,2
12.95,-30.28,-30.53,-8.76,0.88,-4.52,2
8.75,-35.61,-20.63,-8.76,-1.98,-6.07,2
4.71,-27.48,-1.81,-6.09,-1.58,-5.13,2
-6.72,26.43,-18.64,7.26,-1.82,2.02,2
4.03,-6.16,1.38,-2.77,0.6,-2.76,2
-3.98,3.41,-2.84,1.55,-1.42,1.35,2
0.5,5.64,-5.28,-0.52,0.27,-0.14,2
-1.32,2.82,-5.97,-0.55,0.42,0.06,2
-1.29,1.72,-5.73,-0.29,0.45,-0.16,2
0.19,-2.56,-5.74,0.29,-0.09,-0.5,2
1.35,-5.87,-2.23,2.45,-2.78,-1.73,2
2.28,-6.04,-1.16,4.78,-4.43,-4.29,2
5.27,-7.65,1.04,5.67,-3.81,-6.24,2
9.56,-11.11,1.61,5.9,-0.22,-7.42,2
3.12,-31.72,-12.3,5,5.49,-7.01,2
-3.89,-40.6,-18.82,6.74,-0.02,-8.75,2
-26.33,-19.19,-15.57,1.96,-1.99,-1.5,2
15.7,-10.47,9.29,-4.66,1.03,1.16,2
1.16,-11.26,2.78,0.54,1.81,-0.26,2
-2.19,-7.98,-5.3,0.39,1.13,-0.01,2
2.22,-11.27,-0.62,-0.96,0.42,0.99,2
3.71,-10.09,0.13,-0.72,1.37,1.03,2
3.27,-8.42,-0.69,-0.19,0.18,0.29,2
2.5,-9.7,0.62,-0.65,0.49,0.45,2
3.29,-9.74,0.69,-0.29,0.42,0.41,2
3.13,-9.64,-0.08,0.07,-0.49,-0.03,2
3.36,-9.6,0.53,-0.27,0.01,-0.13,2
2.86,-9.47,0.26,-0.31,0.34,0.09,2
3.65,-8.7,0.2,-0.82,1.4,0.42,2
2.96,-8.11,-1.33,-2.03,3.85,1.01,2
0.42,-8.58,-4.05,-1.84,4.68,1.18,2
-0.6,-12.24,-9.65,0.25,4.8,1.18,2
0.43,1.45,-35.2,-1.92,5.66,3.39,2
7.57,-17.69,-29.73,-6.97,-1.28,-2.09,2
15.12,-30.1,-29.17,-8.76,-1.03,-2.82,2
4.67,-38.91,-21.05,-8.76,0.54,-2.89,2
0.91,-27.64,-1.99,-8.63,-1.61,-4.56,2
6.34,-19.21,10.96,-1.83,-1.4,-1.23,2
11.55,3.94,-5.93,-1,0.5,-1.18,2
-1.79,6.02,-3.86,0.33,-0.37,0.14,2
1.14,5.06,-4.07,-0.02,-0.18,0.18,2
-0.37,2.82,-5.08,-0.1,0.28,-0.08,2
-0.35,0.53,-6.99,0.49,0.31,-0.32,2
-0.43,-5.37,-6.8,2.58,-1.55,-1.45,2
0.94,-2.48,-6.52,4.55,-4.97,-3.56,2
3.63,-1.52,-1.9,4.28,-5.94,-5.85,2
10.93,-1.51,8.18,3.57,-4.11,-6.79,2
8.05,-17.34,0.76,3.77,3.47,-8.06,2
0.18,-36.39,-11.71,4.27,2.35,-8.22,2
0.29,-33.73,-15.54,2.77,4.92,-5.58,2
-14.58,-13.3,-13.87,-1.74,0.84,1.95,2
7.72,-11.85,7.45,-3.52,0.51,1.06,2
1.3,-10.03,2.42,0.67,1.58,0.35,2
-0.69,-8.66,-4.77,0.13,0.82,-0.03,2
1.28,-11.31,-1.23,-0.35,0.08,0.22,2
2.86,-9.77,0,-0.51,0.74,0.65,2
1.94,-8.79,-0.37,-0.28,0.14,0.33,2
2.28,-9.81,0.17,-0.19,0.1,-0.11,2
2.36,-9.77,0.27,-0.1,-0.02,-0.1,2
2.53,-9.63,0.25,-0.13,0.05,-0.11,2
2.16,-9.74,0.09,-0.13,0.06,-0.13,2
1.94,-9.8,0.05,-0.1,-0.04,-0.11,2
2.48,-9.66,0.24,-0.21,0.16,-0.07,2
2.53,-8.57,-0.51,-0.46,0.65,0,2
3.03,-7.75,-5.48,-2.14,4.5,0.48,2
-14.17,-8.04,-29.71,-5.37,8.24,2.34,2
7,-0.52,-47.59,-7.55,0.73,4.59,2
13.57,-29.56,-45.13,-8.76,0.91,-2.01,2
14.51,-45.13,-30.17,-8.76,0.11,-3.65,2
-1.28,-44.39,3.68,-8.59,-1.19,-4.61,2
3.45,3.55,-9.62,0.66,2.71,0.3,2
-2.85,1.43,-3.24,0.59,-0.89,0.42,2
0.57,5.81,-4.25,0.14,0.29,0.29,2
-1.97,6.11,-7.01,0.22,-0.19,-0.08,2
-0.08,2.43,-5.85,-0.19,-0.08,-0.8,2
0.47,-6.22,-1.6,0.57,-0.89,-2.12,2
8.33,-13.03,8.45,4.5,-5,-6.45,2
16.63,-21.35,7.58,7.12,0.38,-8.22,2
10.85,-32.99,-14.83,8.7,4.34,-7.58,2
-0.71,-41.88,-30.31,8.43,0.55,-8.75,2
-48.03,-32.08,-19.84,4.87,-7.73,-7.43,2
16.02,-4.51,2.02,-5.94,7.29,3.58,2
-14.57,-15.92,-6.24,0.67,0.35,-0.45,2
4.32,-10.1,0.2,-0.92,0.85,1.45,2
2.92,-10.5,-1.12,-0.49,1.55,1.57,2
3.61,-8.67,-1.77,0.55,-0.51,0.05,2
4.42,-8.61,-0.66,0.01,0.09,0.5,2
3.16,-6.87,-1.8,-1.79,3.45,0.94,2
0.89,-6.04,-9.93,-3.77,8.01,1.58,2
-10.5,-3.87,-36.57,-5,7.04,4.03,2
16.25,-7.2,-46.89,-7.3,-0.68,0.7,2
19.06,-38.33,-37.66,-8.76,-0.79,-3.6,2
7.54,-43.2,-17.64,-8.76,-0.15,-4.12,2
1.3,-32.74,11.82,-6.51,-1.34,-2.84,2
7.8,-1.66,-4.57,-2.73,1.07,-2.94,2
-7.36,3.38,-5.16,0.65,-1.25,0.57,2
3.6,6.14,-2,0.78,-0.43,0.11,2
-0.96,4.38,-6.87,-0.12,0.52,0.16,2
-2.03,4.16,-7.78,-0.01,0.29,-0.07,2
-2.03,-1.24,-6.12,0.27,-0.44,-0.61,2
0.92,-8.23,0.78,0.88,-5.08,-3.89,2
17.73,-12.55,12.58,5.44,-5.45,-8.03,2
12.88,-23.17,-0.82,7.46,2.31,-8.38,2
7.46,-36.68,-19,7.32,1.9,-8.75,2
-7.28,-47.96,-20.08,3.99,3.3,-8.75,2
-21.19,-16.55,-16.59,2.03,-2.82,0.3,2
-1.47,-18.38,5.93,-3.75,3.18,-0.54,2
-4.7,-9.74,-3.91,1.49,0.52,-0.56,2
2.64,-9.24,-2.43,-1.29,0.9,1.36,2
4.09,-11.08,0.91,-0.76,0.74,1.03,2
3.06,-8.92,-0.81,0.8,-0.7,-0.09,2
4.99,-8.08,0.05,0.17,-0.23,0.25,2
4,-8.82,0.16,-0.25,0.23,0.26,2
4.61,-9.15,0.47,0.04,-0.26,0,2
3.6,-9.49,0.02,-0.02,0.21,0.06,2
3.79,-9.09,0.17,-0.16,0.21,0.09,2
3.61,-9.17,0.26,0.01,-0.23,-0.11,2
-16.68,-19.42,-6.14,-0.95,1.19,0.85,2
-12.08,-22.6,-11.2,-2.45,-1.06,4.42,2
-10.67,-34.45,-8.69,-5.41,-2.08,7.28,2
1.31,-28.74,-0.75,-6.37,-0.22,8.71,2
21.83,-15.5,35.32,-4.53,1,5.8,2
11.29,3.93,4.77,-1.6,-2.38,5.52,2
-6.28,-1.78,2.21,-1.45,0.17,0.5,2
-2.2,0.56,-2.48,-0.35,-0.6,0.25,2
-6.22,0.21,-1.94,0.07,1.21,-0.09,2
-9.07,1.11,-3.25,-0.11,0.77,-0.1,2
-6.89,1.22,-2.38,-1.1,0.48,-0.23,2
-6.13,-0.7,-0.86,-1.38,-0.27,-0.55,2
-4.6,-2.2,1.22,0.93,-3.28,-1.71,2
-0.06,-2.99,3.14,1.57,-5.13,-3.36,2
2.28,-7.83,4.72,2.55,-2.7,-5,2
4.96,-12.95,2.88,1.92,0.04,-7.97,2
-0.76,-32.6,-2.12,0.72,5.89,-8.75,2
-15.71,-32.14,-4.24,2.28,2.1,-6.25,2
-11.86,-15.18,-6.31,3.2,-2.21,-1.82,2
-4.27,-11,0.02,-1.26,-0.51,0.15,2
-4.17,-11.44,2.78,-1.46,0.75,-0.05,2
-3.48,-10.81,1.64,-0.11,0.32,0.64,2
-1.73,-10.39,1.56,-0.22,0.2,0.75,2
-1.61,-10.21,1.9,-0.47,0.39,0.62,2
-1.74,-10.19,2.21,-0.57,0.12,0.67,2
-1.09,-9.88,2.57,-0.43,-0.27,0.7,2
-0.67,-9.97,3.02,-0.28,-0.41,0.51,2
-0.72,-9.92,3.36,-0.03,-0.25,0.32,2
-0.34,-9.97,3.68,0.39,-0.06,0.27,2
-1.21,-9.3,3.04,0.5,-0.1,0.13,2
-1.67,-9.16,2.81,-0.3,0.54,-0.33,2
-1.52,-8.76,2.1,-0.14,1.12,-0.76,2
-3.94,-10.09,-0.31,0,2.65,-2.01,2
-11.35,-19,-6.42,0.82,3.15,-1.8,2
-7,-17.75,-11.09,-1.06,4.42,2.08,2
-1.91,-25.8,-15.62,-8.04,5.23,0.8,2
-2.48,-35.59,-15.26,-8.76,1.42,-0.58,2
1.96,-29.83,-9.4,-8.76,-3.36,-0.82,2
18.32,6.31,-13.24,7.39,-6.71,7.63,2
4.72,0.53,3.34,-3.72,-3.76,5.52,2
5.58,1.96,3.7,-1.92,1.92,-0.47,2
-5.08,1.88,-1.37,-0.56,2.61,-1.68,2
-1.53,2.21,-1.56,-1.89,1.87,-1.37,2
-2.7,-3.35,1.66,-1.73,1.92,-2.35,2
-2.03,-5.96,4.17,1.97,0.12,-2.56,2
-0.97,-11.09,2.78,5,-0.13,-3.67,2
-0.57,-21.92,-2.89,8.7,0.19,-4.81,2
-4.89,-34.64,-11.24,8.7,1.31,-6.55,2
-11.65,-25,-7.91,6.1,-5.44,-3.43,2
-6.16,-17.96,-1.33,2.79,-5.53,-2.09,2
-4.61,-10.74,0.86,-1.4,0.98,0.48,2
-3.59,-10.93,2.12,-3.22,2.5,0.91,2
-4.31,-11.4,2.1,-1.42,1.65,0.15,2
-2.23,-9.94,2.01,0.03,0.35,0.88,2
-1.81,-9.41,1.78,0.12,0.35,0.48,2
-1.92,-9.7,2.19,-0.44,0.11,0.33,2
-1.72,-10.19,2.98,-0.45,-0.38,0.41,2
-1.18,-9.9,2.96,-0.21,-0.49,0.47,2
-1.07,-9.68,2.74,-0.19,-0.52,0.34,2
-0.97,-9.51,2.83,-0.27,-0.51,0.16,2
-1.82,-9.12,1.65,0.23,2.34,-0.51,2
-3.31,-11.33,-1.98,0.41,4.54,-1.43,2
-6.13,-18.99,-12.14,1.35,6.04,-0.46,2
-1.53,-16.37,-17.25,-4,5.54,-0.18,2
0.38,-28.94,-12.45,-8.76,1.72,-2.09,2
1.91,-29.34,-8.16,-8.76,-2.02,-1.45,2
3.08,-22.72,-3.95,-8.76,-2.84,-2.19,2
-3.52,14.09,-10.58,7.6,-2.99,3.62,2
0.51,-5.46,2.46,-4.41,-1.46,0.04,2
-1.21,0.47,0.8,-0.21,-0.96,0.11,2
-2.48,1.22,-3.06,-0.53,-0.07,-0.5,2
-3.55,-1.59,-2,-0.91,0.71,-0.93,2
-7.39,-4.92,-0.01,0.45,-1.24,-0.02,2
-3.35,-3.85,0.59,3.44,-6.53,-1.03,2
1.64,-6.87,1.88,3.99,-7.33,-4.27,2
1.24,-15.51,3.09,4.53,-3.79,-7.65,2
-4.41,-24.89,1.67,1.77,1.54,-8.75,2
-8.83,-26.57,0.05,0.89,1.3,-5.88,2
-10.95,-18.57,-2.22,2.76,-1.39,-3.75,2
-6.29,-11.8,-0.06,0.05,-0.25,-0.21,2
-3.12,-10.38,2.42,-1.9,1.38,0.71,2
-3.82,-10.97,2.7,-0.94,0.82,0.21,2
-2.84,-10.36,2.8,-0.09,-0.1,0.55,2
-1.82,-10.18,2.93,-0.14,0.08,0.79,2
-1.14,-10.07,3.19,-0.52,0.18,0.93,2
-0.6,-9.84,3.6,-0.47,-0.13,0.87,2
-0.53,-9.72,3.44,-0.22,-0.22,0.52,2
-0.69,-9.7,3.15,-0.23,-0.25,0.47,2
-0.83,-9.67,3.09,-0.34,-0.26,0.31,2
-1.39,-9.63,3.03,-0.32,-0.38,0.03,2
-7.49,-14.79,-3.52,-0.21,5.34,-1.93,2
-4.96,-20.64,-10.46,1.01,6.73,0.46,2
-0.88,-15.23,-15.26,-4.48,5.59,1.04,2
1.53,-23.61,-11.02,-8.76,0.87,-1.91,2
0.42,-28.9,-6.01,-8.76,-0.58,-1.87,2
-0.44,-18.76,-2.5,-7.64,-1.96,-1.37,2
-2.17,7.81,-8.62,3.49,-1.41,4.28,2
-1.19,-3.97,1.04,-3.25,-2.69,0.57,2
-0.27,1.69,-0.07,0.34,-1.26,0.1,2
-1.66,3.24,-3.06,-0.93,-0.33,-0.11,2
-4.42,-1.63,-2.14,-2.26,1.24,-1.63,2
-7.9,-5.18,0.01,-0.13,-2.38,0.7,2
-0.37,-3.53,3.27,2.46,-3.75,-0.96,2
-0.47,-7.99,2.28,4.13,-3.29,-4.43,2
-4.67,-18.25,-0.96,6.75,-2.71,-7.61,2
-5.12,-22.29,-0.52,5.88,-1.96,-8.28,2
-7.65,-19.95,-0.56,1.17,-0.18,-4.8,2
-7.38,-21.13,0.5,1.01,-1.79,-3.31,2
-7.7,-13.52,-0.04,1.43,-1.39,-1.48,2
-3.17,-10.58,1.75,-1.12,1,1.37,2
-3.61,-10.58,2.58,-1.64,1.45,0.34,2
-3.44,-10.81,2.96,-1.02,0.15,0.66,2
-1.81,-10.24,3.53,-0.28,-0.37,0.76,2
-1.38,-9.57,3.13,-0.06,-0.36,0.79,2
-0.89,-9.81,3.39,-0.23,-0.52,0.59,2
-0.82,-9.75,3.31,-0.18,-0.43,0.5,2
-0.42,-9.47,3.44,-0.2,-0.3,0.42,2
-0.7,-9.46,3.21,-0.18,-0.14,0.09,2
-1.11,-9.7,3.15,-0.13,-0.16,-0.05,2
-1.1,-9.73,3.02,-0.06,-0.15,-0.16,2
-1.3,-9.92,3.17,-0.14,0.02,-0.1,2
-1.34,-9.54,3.04,-0.16,-0.14,-0.16,2
-1.74,-9.29,3.36,-0.17,-0.09,-0.18,2
-1.37,-8.68,3.71,-0.4,1.44,-0.53,2
-3.7,-11.92,0.63,-0.41,5.38,-2.12,2
-3.87,-23.33,-13.43,1.23,8.77,-0.77,2
-1.41,-13.83,-24.24,-5.15,8,-0.1,2
1.9,-32.71,-10.99,-8.76,-0.07,-3.77,2
1.34,-29.97,-4.81,-8.76,-2.39,-2.35,2
0.15,-18.68,-2.33,-8.54,-3.96,-1.17,2
-8.94,1.25,-6.58,3.26,-2.52,2.1,2
-0.93,-5.24,1.94,-3.27,-2.63,0.38,2
0.03,2.47,0.08,-0.09,-1.5,0.25,2
-3.82,2.85,-0.77,-0.89,-1.12,-0.25,2
-2.04,-3.17,2.77,-1.46,-2.24,-1.41,2
-1.92,-6.52,5.25,2.08,-2.4,-2.3,2
-2.88,-10.34,1.33,5.23,-3.47,-4.04,2
-4.14,-17.9,-2.14,7.26,-3.45,-6.94,2
-6.86,-19.93,-1.72,5.54,-2.37,-7.77,2
-8.86,-17.57,-1.12,0.56,-1.85,-4.42,2
-6.84,-18.39,2.9,-1.08,-3.47,-2.97,2
-6.05,-13.96,3.77,0.22,-1.25,-1.64,2
-3.92,-11.16,3.16,-0.45,1.61,0.2,2
-3.33,-10.79,2.87,-1.04,2.36,0.52,2
-3.47,-10.6,2.93,-0.55,1.33,0.5,2
-2.26,-9.73,3.06,-0.06,0.18,0.68,2
-1.48,-9.48,3.01,-0.07,-0.04,0.53,2
-1.53,-9.84,3.12,-0.14,-0.39,0.42,2
-1.11,-9.84,3.33,-0.19,-0.31,0.44,2
-0.91,-9.78,3.28,-0.18,-0.16,0.36,2
-1.38,-9.83,3.21,-0.14,0,-0.11,2
-1.42,-9.84,3.18,-0.14,0,-0.12,2
-1.45,-9.86,3.19,-0.14,0,-0.1,2
-1.64,-10.11,3.33,-0.09,-0.02,-0.07,2
-1.88,-9.7,3.56,0.05,0.12,0.16,2
-1.41,-8.8,4.02,-0.02,1.3,-0.19,2
-3.42,-9.74,2.4,-0.19,4.3,-1.26,2
-5.86,-17.1,-5.45,0.76,7.56,-1.05,2
0.07,-15.59,-17.15,-2.15,8.77,-0.44,2
-0.87,-20.43,-17.31,-7.27,4.66,-2.71,2
2.94,-27.05,-10.2,-8.76,-2.7,-2.64,2
2.89,-23.47,-5.44,-8.76,-3.27,-2.74,2
-4.67,15.23,-2.81,5.21,-3.01,5.66,2
0.91,-2.43,-0.41,-4.82,-1.57,0.08,2
-0.01,0.78,1.59,-1.33,-1.77,0.1,2
-2.22,2.4,0.98,-1.4,-0.83,-0.46,2
-3.61,-3.33,3.47,-2.1,-1.35,-1.4,2
0.53,-7.79,7.6,2.3,-2.19,-2.25,2
-1.06,-11.73,2.04,6.73,-1.96,-4,2
-0.71,-20.92,-2.35,8.7,-2.55,-7.14,2
-11.74,-27.72,-4.44,8.7,-2.33,-8.75,2
-8.26,-21.47,-0.34,0.73,-2.6,-2.39,2
-6.33,-16.49,1.61,-0.3,-1.74,-2.19,2
-6.18,-12.3,1.97,-0.73,0.39,-0.08,2
-3.33,-11.03,2.92,-1.22,1.15,1.14,2
-2.97,-10.49,2.71,-0.52,1.1,0.53,2
-2.12,-9.92,2.78,-0.34,0.49,0.83,2
-1.59,-9.76,2.79,-0.23,0.27,0.65,2
-1.38,-9.78,2.92,-0.4,-0.05,0.6,2
-0.85,-9.81,3.18,-0.38,-0.18,0.55,2
-1.33,-9.88,2.92,-0.11,0,-0.14,2
-1.06,-9.67,2.82,-0.15,0,-0.24,2
-1.8,-9.47,3.34,-0.21,0.08,-0.2,2
-1.54,-8.24,3.42,-0.13,1.09,-0.57,2
-4.43,-10.64,1.31,-0.55,3.47,-1.12,2
-7.02,-19.54,-6.96,0.74,7.12,0.1,2
1.05,-13.49,-20,-2.1,8.77,1.62,2
0.4,-24.16,-18.8,-8.45,4.93,-4.38,2
1.52,-34.32,-12.79,-8.76,-2.11,-3.61,2
2.91,-26.6,-9.17,-8.76,-1.63,-2.93,2
-6.22,-17.6,10.85,4.55,-5.12,6.94,2
-1.77,-7.49,6.5,-6.14,-1.84,-0.49,2
2.48,4.9,6.25,-0.33,-2.09,0.04,2
-2.18,3.35,2.3,-0.74,-1.6,-1.18,2
-3.74,-4.07,2.95,0.52,-3.3,-2.48,2
-1.53,-4.38,1.11,3.67,-5.87,-2.9,2
2.93,-9.37,3.12,4.06,-5,-6.9,2
2.19,-20.06,2.96,4.4,-2.83,-8.75,2
-2.22,-32.5,2.07,2.59,0.18,-8.75,2
-8.38,-33.74,-0.48,1.02,1.96,-8.63,2
-16.02,-19.5,-3.45,1.52,-0.44,-3.46,2
-4.71,-11.97,1.03,-0.99,0.05,2.2,2
-1.88,-9.95,3.09,-1.62,1.8,0.9,2
-4.06,-11.1,2.58,-0.64,1.15,0.37,2
-2.23,-10.64,2.83,0,0.65,0.84,2
-1.27,-10.09,2.83,-0.08,0.29,1.05,2
-0.44,-10.02,3.47,-0.31,-0.45,0.73,2
-0.19,-10.15,3.66,-0.31,-0.44,0.77,2
0.17,-9.83,3.52,-0.18,-0.13,0.74,2
-0.43,-9.36,2.96,-0.11,-0.11,0.4,2
-1.82,-9.38,2.34,0.07,-0.1,-0.61,2
-0.73,-8.5,2.55,-0.35,1.66,-0.84,2
-2.2,-11.06,0.19,-0.63,5.35,-1.83,2
-3.33,-21.12,-9.47,0.81,8.77,-1.63,2
-1.83,-11.61,-18.68,-2.86,8.19,0.58,2
2.88,-26.7,-14.78,-8.76,1.99,-3.22,2
4.35,-31.14,-11.13,-8.76,-0.33,-2.76,2
4.99,-22.78,-9.19,-8.76,-2.9,-4.43,2
5.45,20.19,-11.97,4.07,-5.6,5.7,2
1.04,-2.95,1.04,-5.68,-0.38,-1.19,2
-5.15,-0.48,-0.86,-1.79,-0.8,-0.48,2
-4.34,1.07,-0.16,-0.39,-2.66,-0.17,2
-2.93,-2.15,1.59,0.09,-2.86,-0.78,2
-2.73,-3.9,1.64,2.22,-5.16,-1.7,2
3.88,-5.15,4.39,3.03,-4.62,-4.06,2
3.56,-12.57,3.82,3.32,-0.58,-6.94,2
-2.86,-28.25,-1.08,4.58,1.97,-8.75,2
-11.99,-27.96,-2.8,4.06,-1.99,-8.5,2
-8.18,-21.79,0.92,0.52,-4.08,-3.69,2
-7.77,-14.6,3.09,-0.57,-1.31,-1.28,2
-2.07,-11.35,3.79,-1.44,2.27,1.76,2
-3.4,-10.26,2.26,-0.93,3.3,0.52,2
-3.74,-10.27,1.75,-0.27,1.62,0.94,2
-1.97,-10.09,2.41,-0.1,0.12,0.84,2
-1.34,-10.08,2.78,-0.4,-0.01,0.82,2
-1.2,-10.09,3.09,-0.51,-0.27,0.75,2
-0.39,-9.69,3.38,-0.28,-0.59,0.68,2
-0.35,-9.41,3.14,-0.12,-0.49,0.36,2
-0.68,-9.58,3.01,-0.14,-0.42,0.09,2
-1.07,-9.8,2.92,-0.13,-0.33,-0.1,2
-0.12,-16.72,-12.77,-0.93,8.08,1.86,2
1.16,-20.11,-16.49,-7.81,4.76,-1.72,2
-0.2,-31.14,-14.65,-8.76,2.12,-4.2,2
3.83,-25.6,-9.8,-8.76,-3.91,-4.45,2
12.15,27.74,-18.42,2.94,-2.48,6.43,2
-0.81,-3.58,2.05,-4.69,0.59,-0.82,2
-2.73,1.97,-0.69,-0.3,-0.34,-0.21,2
-3.48,1.29,-2.23,-0.23,-1.18,-0.31,2
-3.39,-0.44,-1.66,0.35,-2.1,-1.28,2
-5.62,-3.05,-0.57,1.31,-4.18,-1.24,2
0.63,-4.2,2.12,3.05,-6.75,-3.06,2
0.61,-8.5,2.98,4.4,-4.08,-5.61,2
0.29,-16.76,1.97,4.28,-1.76,-8.75,2
-5.68,-29.8,0.96,3.17,1.15,-8.75,2
-10.53,-25.65,-0.95,1.46,-0.05,-6.29,2
-11.93,-17.07,-1.17,1,-1.06,-2.92,2
-4.85,-11.43,1.5,-1.3,0.44,1.54,2
-2.07,-10.37,3.11,-1.58,1.49,1.11,2
-3.05,-10.32,2.57,-0.75,1.28,0.52,2
-2.34,-10.15,2.43,-0.21,0.63,0.58,2
-2.44,-10.15,2.09,-0.17,0.28,0.47,2
-2.09,-10.11,2.5,-0.46,-0.28,0.64,2
-1.12,-9.88,3.25,-0.4,-0.46,0.65,2
-0.71,-9.42,3.16,-0.14,-0.31,0.42,2
-1.02,-9.61,2.86,-0.12,-0.37,0.13,2
-1.24,-9.74,2.84,-0.12,-0.41,0.01,2
-1.2,-9.88,2.81,-0.03,-0.25,-0.09,2
-1.5,-9.75,2.55,-0.09,-0.19,-0.18,2
-1.66,-9.92,2.65,-0.1,-0.29,-0.24,2
-1.8,-9.93,2.72,-0.1,-0.28,-0.23,2
-1.55,-9.89,2.88,-0.15,0.04,-0.09,2
-1.63,-9.86,2.82,-0.15,0.02,-0.09,2
-1.48,-9.87,3.01,-0.15,-0.04,-0.08,2
-1.52,-9.9,2.92,-0.13,0.01,-0.08,2
-1.6,-9.94,2.87,-0.15,-0.06,-0.1,2
-1.73,-9.84,2.88,-0.15,-0.11,-0.06,2
-1.84,-9.48,2.97,-0.15,-0.25,-0.08,2
