acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-2.06,-10.66,1.89,0.09,0.8,0.18,0
-2.09,-10.71,2.11,0.11,0.99,0.5,0
-2.57,-10.72,1.82,0.14,1.3,0.82,1
-3.23,-10.61,1.73,0.19,1.52,0.95,1
-4.77,-11.94,1.74,0.24,1.65,1.82,1
-4.04,-10.83,1.33,0.6,1.74,1.51,1
-3.39,-8.81,0.86,1.03,2.01,1.74,1
-4.26,-7.78,0.15,1.21,2.2,1.18,1
-5.41,-7.83,-0.14,1.2,1.87,1.29,1
-6.53,-6.91,-0.39,1.06,1.81,1.29,1
-6.57,-7.28,-0.08,0.76,1.59,1.38,1
-10.04,-8.34,-1.97,0.62,2.84,1.08,1
-15.92,-10.99,-5.81,1.39,4.17,2.48,1
-13.46,-11.84,-9.01,2.72,4.44,4.94,1
-6.84,-5.89,-8.1,0.88,3.49,6.9,1
-0.34,-2.6,-5.99,-0.25,2.93,6.5,1
1.27,-1.13,-6.75,-1.07,3.24,5.95,1
3.51,1.61,-9.14,-0.33,1.74,4.77,1
7.72,2.4,-15.52,0.14,0.94,2.59,1
9.03,-1.94,-17.24,-2.65,-2.22,-2.91,1
9.85,-15.51,-4.06,-8.06,-7.56,-2.68,1
14.69,-21.9,4.55,-8.76,-7.52,-0.69,1
9.11,-24.67,2.94,-8.65,-8.69,-0.76,1
24.3,-18.5,15.89,-6.77,-8.69,6.05,1
-0.63,-13.31,12.46,-5.87,3.39,-1.88,1
1.33,-18.38,17.3,-4.66,-3.46,0.96,1
9.89,-13.08,12.3,-4.27,1.84,2.01,1
2.24,-20.94,16.72,-1.85,-0.33,-1.43,1
6.96,-8.99,9.41,2.01,0.31,0.45,1
3.58,-11.24,10.62,1.59,0.76,0.58,1
0.51,-8.73,9.19,1.41,1.16,-0.2,1
-0.19,-8.66,9.48,0.08,2.04,-0.05,1
-0.31,-8.9,8.02,1.83,1.13,0.92,1
-2.46,-7.91,7.15,1.52,0.97,0.94,1
-0.52,-7,6.81,0.6,0.68,0.88,1
-3.36,-5,6.07,1.93,-0.66,1.3,1
-2.77,-5.1,7.6,-0.48,0.26,0.43,1
-3.42,-4.9,8.01,-0.43,0.28,0.16,1
-2.19,-5.06,8.42,-0.47,0.13,-0.06,1
-2.91,-5.44,8.55,-0.85,0.33,-0.45,1
-1.97,-6.94,9.33,-0.77,0.27,-0.58,1
-2.46,-6.98,8.74,-0.54,0.58,-0.88,1
-2.54,-7.42,8.49,-0.58,0.64,-0.95,0
-2.89,-7.66,7.92,-0.06,0.04,-0.41,0
-2.38,-7.11,7.94,-0.39,0.12,-0.41,0
-1.78,-8.08,8.62,-0.47,0.24,-0.68,0
-2.22,-7.81,7.91,-0.22,0.26,-0.81,0
-2.97,-7.97,7.35,0,0.21,-0.52,0
-2.03,-7.84,6.98,-0.1,-0.24,-0.17,0
-1.57,-7.93,7.07,-0.01,-0.18,-0.15,0
-1.91,-8.01,6.95,0.11,0.14,-0.13,0
-1.97,-8.09,6.31,0.08,0.38,-0.1,0
-1.61,-8.5,5.81,-0.03,0.86,-0.02,0
-1.53,-8.57,5.53,-0.01,1.08,-0.19,0
-1.37,-8.13,5.51,0.07,1.24,-0.24,0
-2.21,-8.42,5.69,-0.13,1.18,-0.41,0
-2.08,-8.56,5.98,-0.13,0.71,-0.23,0
-1.96,-8.65,6.15,-0.17,0.59,-0.23,0
-0.78,-10.34,7.88,-0.35,1.14,-0.12,0
2.29,-14.62,10.88,-0.41,2.79,0.8,0
-1.18,-13.29,7.72,1.53,8.77,1.5,0
-15.39,-13.29,-6.02,-1.43,8.77,4.99,0
-16.14,-8.83,-5.62,1.22,5.63,7.65,0
-4.08,-17.79,-7.75,4.04,4.68,4.91,0
2.48,-13.21,-6.8,2.89,3.05,7.54,0
6.42,-10.19,-6.08,-1.26,2.97,7.58,0
9.57,-9.94,-6.15,-0.7,0.81,8.71,0
4.63,0.55,-12.91,2.49,1.71,6.64,0
3,0.38,-9.35,-0.93,1.18,1.77,0
5.77,-0.99,-9.55,-1.86,0.36,-1.19,0
0.61,-2.42,-5.58,-5.3,-3.4,-2.17,0
-11.47,-8.14,19.72,-8.06,0.69,-0.6,0
-8.47,6.35,21.64,0.49,-1.36,3.84,0
1.51,17.28,2.02,5.56,1.26,1.09,0
1.16,10.54,-8.51,3.49,1.47,-0.51,0
-0.96,4.89,-11.11,2.6,1.32,-0.21,0
1.5,2.69,-10.47,1.8,0.38,1.56,0
1.73,1.94,-9.78,1.14,0.9,0.19,0
1.68,1.6,-7.15,0.72,0.44,0.09,0
-0.52,2.77,-6.25,1.52,0.53,0.96,0
1.08,2.11,-4.52,1.82,0.53,2.33,0
7.14,-0.25,-7.1,1.59,-0.93,2.75,0
4.65,-1.78,-11.26,-0.46,-1.56,-0.97,1
-0.07,-1.64,-8.34,-2.99,-2.78,-1.98,1
-10.04,0.71,-10.41,-1.79,-1.52,-0.19,1
-2.73,4.04,-11.38,-0.08,-0.41,2.28,1
3.2,0.99,-10.76,1.34,0.36,1.14,1
2.88,-0.83,-9.28,-0.06,-0.11,-0.92,1
5.09,-1.96,-6.06,-2.58,-1.69,-3.29,1
-4.25,-0.21,-0.01,-4.62,-3.21,-5.09,1
-17.66,2.23,-4.24,-0.77,-0.61,-4.3,1
-19.22,8.98,-13.68,0.98,1.86,0.63,1
-6.62,6.03,-8.23,1.08,3.72,3.4,1
-0.06,0.64,-8.16,3.04,4.05,3.44,1
4.54,-2.71,-10.73,3.7,2.79,3.5,1
5.99,-7.2,-14.29,1.97,2.18,0.66,1
7.63,-12.96,-21.9,0.21,0.02,-1.82,1
10.99,-24.74,-14.9,-6.88,-6.4,-0.49,1
18.57,-25.04,6.19,-6.58,-7.81,0.88,1
21.54,-33.11,14.31,-8.76,-7.93,2.4,1
23.03,-32.97,24.98,-8.76,-8.69,2.49,1
0.01,-11.36,15.6,-5.13,-2.02,0.78,1
17.6,-11.86,14.89,-6.76,-2.26,6.86,1
12.93,-8.51,10.22,-4.89,0,2.31,1
5.19,-15.95,15.45,-3.24,0.71,0.38,1
12.57,-12.2,15.07,-1.49,-0.28,0.46,1
6.08,-7.82,6.95,5.27,-1.06,1.29,1
8.2,-7.01,9.36,0.78,-0.71,0.52,1
3.57,-7.05,8.21,2.26,-0.37,0.59,1
2.05,-7.22,8.4,0.42,0.94,1.08,1
2.09,-5.79,5.92,0.25,0,0.89,1
0.55,-8.32,8.57,-0.27,1.07,0.68,1
-2.89,-7.89,8.76,-0.33,0.64,0.68,1
-1.66,-7.15,8.14,1.69,-0.39,0.99,1
-1.49,-7.01,8.54,0.77,0.77,0.93,1
-0.41,-6.31,8.54,-0.51,1.32,0.67,1
-3.4,-6.92,9.37,-0.37,1.53,-0.17,1
-2.22,-6.31,8.89,-0.12,0.43,-0.03,1
-1.9,-7,8.56,-0.08,0.76,-0.49,1
-3.11,-7.79,7.38,0.02,1.39,-0.74,1
-3.23,-7.11,5.92,-0.13,1.38,-0.82,1
-4.47,-7.71,6.23,-0.53,0.97,-0.21,1
-3.5,-7.82,6.55,-0.56,0.21,-0.11,0
-3.09,-8.1,7.11,-0.39,0.38,-0.07,0
-2.97,-7.9,7.15,-0.11,0.57,-0.27,0
-3.62,-7.69,7.06,-0.06,0.65,-0.52,0
-4.2,-7.96,6.84,0.11,0.6,-0.29,0
-4.06,-8.14,5.98,0.18,0.6,-0.13,0
-3.83,-8.28,5.28,0.2,0.65,0,0
-3.8,-7.88,4.81,0.17,0.5,-0.02,0
-3.45,-8.28,4.9,-0.14,0.21,-0.06,0
-3.25,-8.64,5.36,-0.09,0.11,-0.06,0
-3.13,-8.71,5.14,-0.04,0.38,-0.16,0
-3.01,-8.68,4.89,-0.1,0.31,-0.21,0
-3.19,-8.89,5.16,-0.14,0.32,-0.18,0
-3.31,-8.95,4.94,-0.04,0.29,-0.33,0
-3.27,-8.71,4.84,-0.13,0.19,-0.27,0
-3.39,-9.02,4.76,-0.16,0.22,-0.25,0
-3.35,-8.92,4.53,-0.17,0.36,-0.23,0
-3.03,-9.14,4.84,-0.37,0.74,-0.26,0
-3.14,-8.91,3.74,-0.09,0.71,-0.46,0
-3.44,-8.95,3.38,-0.3,1,-0.43,0
-3.63,-9.32,3.82,-0.21,0.54,-0.33,0
-3.38,-9.52,3.75,0.02,0.33,-0.23,0
-3.06,-9.36,3.44,-0.08,0.52,-0.22,0
-2.92,-9.56,3.44,-0.27,0.6,-0.13,0
-3.21,-9.39,3.02,-0.23,0.61,-0.05,0
-3.43,-9.47,3.09,-0.11,0.5,0.14,0
-3.03,-9.81,3.25,-0.13,0.67,0.33,0
-3.16,-9.8,3.02,0.09,1.25,0.31,0
-3.67,-9.36,2.32,0.42,1.34,0.49,0
-3.96,-8.85,1.89,0.48,0.89,0.36,0
-3.9,-8.5,1.66,0.37,0.61,0.32,0
-4.15,-8.64,1.61,0.14,0.81,0.14,0
-4.78,-8.56,1.43,0.1,0.69,-0.01,0
-5.04,-8.75,1.35,0.02,0.49,-0.04,0
-4.8,-9.09,1.57,-0.02,0.62,0.06,0
-4.8,-9.31,1.83,-0.04,1.49,0.3,0
-4.99,-8.87,1.16,0.07,2.08,0.46,0
-5.18,-8.47,0.49,0.19,1.73,0.45,0
-5.26,-8.54,0.29,0.15,1.06,0.24,0
-4.8,-8.86,0.7,0.25,2.36,0.48,0
-7.24,-8.57,-0.51,0.34,3.03,1.04,1
-6.26,-7.38,-1.61,0.77,1.97,0.96,1
-5.18,-7.28,-1.25,0.77,0.93,0,1
-4.48,-8.77,-1.31,0.48,0.57,-1.02,1
-5.14,-9.61,-1.16,0.48,0.65,0.27,1
-7.34,-9.69,-1.78,0.86,1.96,1.55,1
-8.41,-8.73,-2.21,0.84,2.54,2.51,1
-8.71,-9.41,-1.79,1.29,2.09,1.9,1
-12.17,-11.24,-1.98,2.4,3.35,1.81,1
-13.42,-13.45,-3.88,3.38,2.93,3.01,1
-13.39,-14.01,-6.71,2.54,4.99,4.94,1
-12.36,-14.59,-8.55,-0.5,4.04,5.64,1
1.62,-10.66,-1.73,-2.1,2.21,7.79,1
4.54,-3.52,-2.93,-1.16,2.63,6.57,1
8.04,3.74,-8.86,0.86,4.13,3.43,1
2.97,2.26,-17.17,-0.07,6.08,-3.16,1
2.31,-3.22,-11.27,-2.71,-1.51,-1.5,1
15.55,-4.76,-8.89,-3.97,-6.83,-0.97,1
18.85,-12.93,-0.54,-7.41,-6.56,-4.44,1
16.55,-22.09,-1.8,-8.76,-8.03,-4.31,1
16.45,-39.04,13.6,-8.76,-7.03,1.66,1
-9.99,-19.22,17.66,-8.36,-3.18,-4.66,1
7.52,-17.67,11.23,-1.55,-4.04,2.15,1
3.69,-12.46,10.69,-2.42,-1.3,0.55,1
2.97,-16.14,12.6,-3.05,-2.84,1.71,1
3.71,-12.57,13.5,-2.95,-0.68,2.63,1
3.03,-10.38,6.09,3,-0.35,-0.85,1
3.51,-9.57,11.21,4.85,1.46,4.53,1
-1.86,-5.55,8.45,0.64,2,-0.88,1
-3.41,-6.7,9.31,-0.82,0.79,-0.37,1
-1.93,-8.26,10.3,0.2,0.48,0.35,1
-1.84,-6.03,9.11,0.61,0.39,0.28,1
-2.64,-6.02,8.57,0.25,0.73,0.13,1
-4,-7.35,8.46,0.01,0.49,0.05,1
-4.74,-6.48,7.2,0.26,1.26,0.45,1
-4.45,-6.77,6.4,0.02,0.52,0.84,1
-1.93,-6.63,6.68,-0.39,0.37,0.51,1
-2.73,-6.61,7.29,-0.47,0.2,-0.27,1
-3.94,-6.81,7.66,-0.72,0.18,-0.63,1
-3.89,-7.71,8.4,-0.81,0.18,-0.61,1
0.16,-6.99,10.23,-0.57,1.01,-0.6,0
-9.47,-7.73,7.57,0.62,1.37,-1.07,0
-4.56,-7.36,5.37,0.3,-1.03,0.2,0
-2.53,-7.83,6.04,0.48,-0.29,0.15,0
-2.85,-7.6,5.97,0.14,-0.08,-0.18,0
-4.34,-7.87,5.98,-0.05,0.33,-0.22,0
-4.02,-7.58,6.24,0.1,-0.37,0.11,0
-3.71,-7.7,6.22,0.07,0.14,-0.15,0
-2.73,-7.74,6.94,0.05,0.23,-0.14,0
-2.24,-8.82,6.44,-0.04,0.74,-0.3,0
-2.67,-8,5.82,-0.03,1.13,-0.64,0
-4.05,-8.11,5.91,0.03,1.06,-0.51,0
-3.92,-8.45,5.79,-0.01,0.22,-0.16,0
-3.03,-8.41,5.78,-0.03,0.16,0,0
-3.08,-8.5,5.58,0.14,0.23,-0.09,0
-2.62,-8.32,5.54,0.04,0.33,-0.13,0
-3.25,-8.48,5.47,0.07,0.36,-0.31,0
-3.42,-8.51,5.1,0,0.23,-0.18,0
-3.97,-8.66,5.58,-0.06,0.16,-0.02,0
-3.26,-8.63,5.82,0.06,0.17,-0.03,0
-3.45,-8.52,5.61,0.05,0.32,-0.05,0
-3.7,-8.41,5.66,0.03,0.35,-0.15,0
-2.73,-7.83,5.53,0.06,0.19,0,0
-3.66,-8.27,5.42,0.17,0.14,0.17,0
-3.6,-8.42,5.21,-0.08,0.08,0.06,0
-3.57,-8.46,5.28,-0.16,-0.01,0.19,0
-3.48,-8.46,5.42,0.1,0.2,0.07,0
-3.34,-8.62,4.92,0.25,0.32,0.01,0
-3.72,-8.54,5.02,0.29,0.25,0.15,0
-3.8,-8.27,5.06,0.13,0.16,0.37,0
-4.04,-8.29,5.37,0.07,0.32,0.35,0
-5.13,-8.61,5.88,0.16,0.91,0.37,0
-4.98,-8.23,4.9,0.2,0.99,0.34,0
-4.44,-8.54,4.41,0.19,1.36,0.62,0
-4.88,-8.15,4.24,0.3,0.93,0.68,0
-5.65,-7.05,4.36,0.22,1.43,0.93,0
-4.67,-7.35,3.89,0.02,2.25,-0.69,0
-8.36,-6.57,2.59,-0.31,2.74,0.92,0
-8.11,-7.11,2.28,0.29,2.09,0.71,0
-8.99,-5.65,1,0.22,2.38,0.54,0
-11.71,-6.66,0.5,0.2,2.96,1.22,1
-11.69,-5.96,-0.98,1.26,2.34,1.65,1
-10.59,-5.87,-1.1,1.28,1.4,2.74,1
-8.66,-4.05,-1.83,0.35,1.52,2.41,1
-7.4,-2.56,-3.16,-0.19,0.77,1.61,1
-7.6,-1.89,-3.3,0.61,0.29,0.7,1
-6.41,-1.87,-3.96,-0.12,0.35,0.27,1
-8.11,-1.71,-4.54,0.78,0.76,1.15,1
-13.07,-5.42,-8.15,1.6,2.38,1.37,1
-11.45,-8.46,-12.49,4.32,4.25,-1.07,1
-11.59,-5.7,-13.34,1.74,3.84,6.5,1
-0.52,-8.67,-0.98,-0.2,1.92,1.21,1
4.16,-0.4,-4.87,-4.07,0.57,6.57,1
8.24,2.34,-1.65,-1.17,1.58,5.26,1
4.24,8.98,-12.96,2.34,-0.3,3.04,1
6.49,4.53,-14.98,-1.02,-1.54,-2.36,1
9.18,-1.28,-8.24,-2.17,-7.65,-2.2,1
16.72,-0.14,-4.32,-4.29,-8.69,-2.56,1
23.5,-8.4,-3.41,-7.48,-8.69,-4.05,1
14.42,-29.32,-2.45,-6.82,-3.44,8.25,1
14.96,-50.57,14.83,-8.76,-6.44,-1.67,1
-11.22,-19.09,10.76,0.55,1.49,-2.66,1
3.87,-19.02,11.4,-2.1,-2.34,0.31,1
-0.82,-11.38,8.45,-4.16,1.22,0.29,1
-0.99,-16.41,13.93,0.09,-1.32,-0.19,1
-1.8,-9.24,8.89,2.72,-0.62,0.47,1
-0.95,-9.86,8.4,-1.13,0.64,-0.39,1
-2.36,-9.3,6.63,1.27,0.09,0.03,1
-0.93,-8.25,5.76,0.75,0.36,0.08,1
-1.47,-8.18,4.72,0.25,0.42,0.15,1
-1.39,-9.07,6.27,0.85,0.23,0.37,1
-1.62,-8.14,5.62,0.82,0.04,0.13,1
-1.79,-7.21,6.37,0.73,-0.33,0.13,1
-1.54,-7.75,7.31,1.08,0.07,0.25,1
-2.12,-7.49,8.57,0.71,0.27,0.21,1
-3.29,-6.26,9.13,0.43,0.33,0.25,1
-3.9,-6.11,9.6,0.49,0.6,0.48,1
-2.98,-6.59,8.14,0.72,0.65,0.54,1
-3.18,-6.31,6.93,0.21,0.32,0.37,1
-3.4,-5.79,6.57,-0.19,0.36,0.19,1
-2.52,-6.17,8.76,-1.02,-0.11,0.24,0
-2.65,-5.56,8.58,-0.34,0.19,-0.33,0
-1.42,-6.01,9.44,-0.51,0.71,-0.54,0
-4.49,-7.16,10.41,-0.09,2.09,-1.6,0
-5.64,-6.87,6.45,0.28,0.34,-0.87,0
-4.26,-6.94,6.14,-0.09,-0.22,-0.3,0
-3.29,-7.93,7.16,-0.45,-0.24,-0.21,0
-2.97,-7.72,6.9,-0.11,-0.02,-0.29,0
-2.77,-7.72,6.68,-0.04,0.34,-0.26,0
-2.76,-7.86,6.71,-0.27,0.89,-0.44,0
-3.21,-7.83,6.47,-0.11,1.03,-0.5,0
-3.95,-7.87,6.42,-0.17,0.76,-0.33,0
-3.53,-8.1,6.49,-0.13,0.52,-0.19,0
-3.62,-8.06,6.22,-0.14,0.49,-0.21,0
-3.74,-8.03,5.74,-0.22,0.25,-0.14,0
-3.48,-8.54,6.09,-0.15,0.09,0.02,0
-3.11,-8.46,5.59,0.07,0.09,-0.04,0
-3.21,-8.37,5.44,-0.01,0.1,0,0
-3.1,-8.61,5.63,0.01,0.18,0.07,0
-3.11,-8.39,5.28,0.08,0.08,0.03,0
-2.97,-8.45,5.25,-0.06,0.08,0.01,0
-3.11,-8.37,5.22,-0.01,0.1,-0.1,0
-3.19,-8.43,5.26,-0.01,0.1,-0.16,0
-3.2,-8.44,5.37,-0.08,0.16,-0.21,0
-3.26,-8.52,5.31,-0.1,0.23,-0.23,0
-3.77,-8.45,5.25,-0.17,-0.13,0.05,0
-3.47,-8.6,5.37,-0.02,-0.15,0.1,0
-3.49,-8.5,5.47,-0.02,-0.07,0.11,0
-3.5,-8.5,5.44,0.02,0.19,0.07,0
-3.46,-8.47,5.33,0.02,0.32,0.03,0
-3.52,-8.49,5.11,-0.05,0.42,-0.01,0
-3.41,-8.68,4.98,-0.07,0.33,-0.02,0
-3.31,-8.58,4.69,-0.18,0.42,-0.07,0
-3.64,-8.76,4.67,0.06,0.39,-0.04,0
-3.47,-8.76,4.53,0.1,0.16,0.02,0
-3.23,-8.7,4.38,-0.04,0.11,-0.06,0
-3.49,-8.82,4.55,0.01,0.09,-0.08,0
-3.59,-8.86,4.71,0.07,0.1,-0.05,0
-3.3,-9.14,5,0.15,0.31,0.04,0
-2.43,-9.42,5.19,0.46,1.31,0.34,0
-4.01,-8.53,4.2,0.66,2.53,0.02,1
-6.2,-8.12,3.21,0.09,3.03,0.53,1
-6,-8.07,2.37,-0.68,2.64,0.64,1
-6.77,-8.38,1.87,-0.83,3.07,1.07,1
-6.85,-7.3,0.05,-1.17,3.93,1.96,1
-7.23,-6.87,-1.03,0.49,2.57,1.74,1
-7.67,-6.67,-1.9,0.28,2.82,1.03,1
-8.61,-6.05,-3.47,0.6,2.89,1.63,1
-12.29,-8.86,-5.33,0.93,2.32,2.07,1
-14.05,-8.54,-7.66,0.39,2.52,2.79,1
-14.96,-12.01,-10.55,1.61,3.04,2.73,1
-6.69,-8.67,-11.16,3.39,3.05,5.76,1
-7.83,-12.14,-6.25,-0.87,-1.97,7.33,1
3.55,-8.9,-1.03,0.57,-0.4,7.41,1
2.13,-1.03,-2.92,0.05,1.21,6.55,1
2.66,1.27,-3.92,0.5,0.98,5.26,1
4.02,3.76,-7.28,2.69,1.41,3.69,1
6.1,2.39,-13.09,2.45,1.75,3.64,1
13.58,3.5,-24.71,2.53,-1.87,1.98,1
11.62,-14.94,-14.62,-3.88,-3.72,-3.58,1
19.22,-21.63,-1.11,-8.76,-8.69,-1.45,1
12.87,-23.65,10.21,-8.76,-6.71,-2.32,1
15.66,-37.31,16.5,-8.76,-8.69,0.45,1
19.51,-13.79,16.5,-4.03,-7.28,2.03,1
-9.44,-15.14,11.48,-8.76,-2.88,4.98,1
11,-23.65,9.04,-7.14,1.32,0.86,1
-10.86,-25.57,-3.53,-0.59,1.34,-1.19,1
2.5,-18.94,4.98,7.37,0.33,2.08,1
-0.39,-6.9,10.39,0.83,0.65,0.07,1
-1.25,-13.42,13.08,1.56,0.4,0.92,1
1.07,-8.44,8.5,1.5,-1.14,1.07,1
-1.12,-9.67,10.34,-0.02,0.38,0.39,1
-3.53,-6.33,9.87,0.32,0.09,0.64,1
0.09,-6.89,7.7,0.07,-0.88,0.14,1
2.24,-7.5,8.97,0.09,0.56,-0.7,1
-1.26,-7.72,8.89,0.04,1.5,-1.36,1
-3.35,-8.3,9.47,0.55,-0.19,-1.58,1
-4.62,-7.54,8.62,0.42,0.11,-0.71,1
-3.52,-7.51,7.97,0.8,-0.49,0.01,1
-3.93,-7.53,7.25,-0.19,0.73,0.39,1
-5.03,-7.94,6.43,0.79,0.77,1.08,0
-5.62,-7.76,6.65,1.01,-0.1,1.09,0
-3.39,-6.39,7.39,0.68,0.11,1.03,0
-2.81,-6.74,7.32,1.25,-0.68,1.59,0
-6.09,-7.88,6.83,1.11,-0.1,1.42,0
-2.54,-6.98,6.05,0.67,-1.24,2.84,0
1.75,-6.64,6.82,-0.43,-0.86,2.95,0
3.47,-5.41,7.15,-0.95,-0.05,1.95,0
3.9,-4.96,7.91,-0.69,2.19,0.23,0
-2.75,-5.77,7.82,1.83,2.52,-0.65,0
-2.4,-5.42,11.26,-2.25,-0.84,-0.32,0
-5.52,-5.81,10.3,0.76,0.78,-0.93,0
0.07,-3.89,11.54,-0.95,1,-0.93,0
-9.64,-6.79,7.78,0.55,4.93,-4.44,0
-8.69,-5.67,5.09,0.4,1.9,-1.83,0
-7.12,-6.72,4.5,0.49,0.96,-1.51,0
-6.11,-7.07,4.08,-0.77,0.67,-1.65,0
-7.81,-8.84,5.47,0,0.16,-1.02,0
-6.77,-7.95,5.71,-0.13,-0.95,-0.4,0
-5.75,-7.76,6.49,-0.55,-0.56,0.01,0
-4.9,-7.84,7.01,-0.12,-0.34,0.17,0
-3.9,-7.58,7.17,0.2,-0.11,-0.01,0
-3.74,-7.52,6.7,0.34,-0.02,-0.12,0
-3.92,-7.57,6.06,0.12,-0.06,-0.15,0
-3.84,-7.88,6.01,0.03,-0.06,0.01,0
-3.57,-8.26,6.14,0.08,0.16,0.05,0
-3.5,-8.26,5.93,0.22,0.43,-0.02,0
-3.67,-8.08,5.51,0.23,0.5,-0.02,0
-3.62,-8.02,5.26,0.18,0.34,-0.04,0
-3.93,-7.9,5.28,0.12,0.4,0,0
-4.6,-8.15,5.83,-0.02,0.44,0.14,0
-4.82,-8.03,5.89,0.15,0.42,0.18,0
-4.74,-8,6.12,0.25,0.6,0.29,0
-4.16,-7.93,6.09,0.42,1.68,0.19,0
-5.29,-8.02,5.57,0.49,2.08,0.19,0
-5.16,-7.07,3.86,0.56,2.09,0.17,0
-6.23,-6.77,3.55,-0.12,2.27,0.15,0
-6.08,-7.11,3.2,0.14,1.98,0.14,0
-7.47,-7.02,2.36,-0.12,2.25,0.1,0
-7.93,-6.46,1.55,0.54,1.03,0.07,0
-7.61,-6.65,1.38,0.19,0.18,-0.05,1
-7.52,-6.88,1.62,0.12,0.26,-0.02,1
-7.93,-7.13,1.97,0.15,0.22,0.09,1
-7.15,-7.06,1.94,0.4,0.17,0.21,1
-7.18,-6.76,1.78,0.35,0.87,0.19,1
-8.4,-6.81,1.66,0.33,0.96,0.19,1
-8.34,-7.11,1.59,0.58,1.93,0.79,1
-10.19,-7.52,0.26,0.39,2.06,0.85,1
-12.14,-8.25,-0.34,1.87,2.83,2.45,1
-15.68,-8.44,-2.14,2.42,3.75,2.53,1
-15.4,-5.98,-7.06,2.52,3.68,4.06,1
-6.03,-5.2,-4.4,5.96,5.29,-1.02,1
-6.56,-10.25,-8.45,1.74,1.49,5.61,1
0.58,-4.59,-6.15,-2.79,0.71,6.73,1
-0.45,-3.02,-1.86,-0.76,-0.88,7.67,1
5.35,7.26,-8.28,0.93,0.63,8.06,1
5.29,6.5,-12.95,2.86,1,2.26,1
6.63,-0.81,-21.19,0.87,-0.94,-0.3,1
18.04,-15.82,-16.4,-6.65,-7.48,-0.74,1
28.78,-51.55,-0.08,-8.76,-8.59,0.53,1
45.01,-52.53,33.34,-8.76,-8.69,0.47,1
-22.94,-11.45,11.83,-3.92,0.94,0.19,1
17.46,-8.43,5.48,-0.28,-1.21,4.04,1
1.48,-7.98,8.72,-2.89,3.71,1.22,1
-1.95,-12.09,11.26,-2.37,5.18,-0.12,1
-11.38,-3.94,9.21,-3.02,3.74,-1.29,1
-0.82,-13.92,7.51,-3.92,-7.31,6.21,1
-1.69,-10.32,8.31,1.99,-4.05,-1.53,1
-2.48,-10.28,10.93,-0.13,-0.16,-0.1,1
-0.48,-8.56,8.99,-0.88,-0.61,0.13,1
-1.25,-10.88,9.33,-0.27,-0.22,0.06,1
-1.28,-8.27,7.71,0.01,-0.13,-0.25,1
-1.89,-8.8,6.99,0.09,0.37,0.06,1
-2.59,-8.41,6.43,0.09,0.03,0.12,1
-1.59,-8.24,6.03,0.08,0.15,0.13,1
-2.05,-8.7,5.76,0.08,0.2,0.01,1
-2.2,-8.13,4.89,0.13,0.21,0.12,1
-2.36,-8.57,4.6,0.26,0.15,0.12,1
-1.97,-8.07,4,0.41,0,0.31,1
-0.99,-8.33,4.67,-0.11,0.23,0.33,1
-0.79,-8.35,5.98,0.96,-0.25,0.08,0
-2.09,-8.05,7.64,1.38,-0.08,-0.2,0
-2.19,-7.22,8.09,0.42,0.25,-0.19,0
-2.39,-7.59,8.57,-0.2,0.01,-0.05,0
-1.97,-7.39,8.21,-0.03,-0.14,0.14,0
-1.89,-7.6,7.92,0.04,0.09,0.13,0
-2.33,-7.63,7.49,0.08,0.09,0.16,0
-2.61,-7.72,6.7,0.04,-0.03,0.09,0
-3.17,-7.63,6.26,-0.03,-0.05,0.31,0
-1.53,-7.52,7.04,-0.25,-0.32,0.48,0
-1.27,-7.72,7.58,-0.16,0.01,0.08,0
-1.86,-7.33,7.72,-0.18,-0.09,-0.03,0
-1.8,-7.7,7.88,-0.1,0.05,-0.11,0
-2.32,-7.89,7.42,-0.07,0.16,-0.2,0
-2.7,-7.64,6.72,0.07,0.35,-0.05,0
-2.05,-7.92,6.47,0.06,0.14,0.02,0
-1.96,-7.99,6.4,0.06,0.32,-0.03,0
-2.14,-7.94,6.4,0.03,0.34,-0.21,0
-2.38,-7.86,6.5,-0.1,0.36,-0.2,0
-2.69,-8.02,6.85,-0.08,0.25,-0.15,0
-2.44,-7.97,6.8,-0.04,0.22,-0.05,0
-2.41,-8.1,6.84,-0.05,0.22,-0.12,0
-2.34,-8.09,6.52,-0.05,0.27,-0.14,0
-2.64,-8.33,6.33,-0.06,0.43,-0.19,0
-2.67,-8.2,5.89,-0.04,0.59,-0.21,0
-2.7,-8.13,5.51,0,0.5,-0.16,0
-2.62,-8.29,5.71,-0.02,0.26,-0.05,0
-2.64,-8.24,5.88,-0.06,0.26,-0.07,0
-2.65,-8.29,6.26,-0.07,0.14,-0.03,0
-2.39,-8.5,6.45,-0.08,0.17,-0.05,0
-2.31,-8.45,6.42,0.09,0.35,-0.09,0
-2.49,-8.43,6.2,0.15,0.49,-0.15,0
-2.34,-8.35,5.86,0.14,0.43,-0.16,0
-2.12,-8.52,5.69,0.15,0.56,-0.24,0
-2.83,-8.43,5.32,0.16,0.73,-0.39,0
-2.98,-8.48,5.41,0.02,0.37,-0.33,0
-3.12,-8.56,5.61,0.01,0.45,-0.32,0
-3.29,-8.45,5.68,0.04,0.44,-0.28,0
-3.21,-8.37,5.76,0.01,0.3,-0.19,0
-2.91,-8.48,5.77,0.03,0.34,-0.16,0
